73,72,50,77,54,53,75,74,57,56,68,62,84,11,20,26,98,39,2,48,30,12,94,58,60,88,35,28,7,23,95,102,40,1,45,29,10,89,66,70,37,18,25,96,43,6,49,34,9,91,65,71,87,17,15,24,100,38,4,46,31,14,90,63,69,79,27,16,21,97,41,3,44,32,13,93,67,61,101,36,19,22,99,42,5,47,33,8,92,64,59,52,55,82,85,51,80,78,83,81,76,86
83,84,52,55,63,66,85,62,57,53,77,81,60,37,10,45,100,24,40,33,2,14,90,69,73,50,20,17,9,44,96,101,29,43,32,1,18,88,76,80,23,8,48,95,28,38,34,5,11,93,72,79,102,22,12,49,98,27,39,35,3,16,89,74,71,59,30,19,46,97,25,41,31,6,13,91,75,70,94,21,7,47,99,26,42,36,4,15,92,78,82,61,87,86,64,54,67,65,68,51,56,58
101,102,80,79,49,38,50,35,45,63,91,93,82,13,11,52,8,66,41,76,18,30,57,87,88,81,24,3,36,51,6,72,65,46,75,19,25,58,99,100,16,2,56,10,69,44,78,22,28,62,97,95,84,12,4,53,7,68,42,77,20,26,60,89,94,83,15,23,55,5,67,43,74,21,29,61,98,96,85,14,1,54,9,70,40,73,17,27,59,92,90,86,37,71,47,31,33,39,48,32,34,64
96,98,68,99,41,61,62,60,42,20,87,94,67,44,4,33,38,9,51,78,54,19,26,84,89,63,21,1,43,30,36,7,8,48,77,55,14,23,91,95,47,3,31,37,13,53,80,56,15,25,90,88,66,45,5,34,39,12,52,81,58,17,28,92,93,65,46,6,32,35,11,50,79,59,16,27,85,97,64,22,2,29,40,10,49,76,57,18,24,101,102,82,100,71,73,70,72,86,74,69,83,75
99,100,49,31,26,35,30,14,33,86,87,89,45,51,4,43,63,69,57,76,11,22,85,88,93,44,6,36,72,41,60,53,66,54,75,7,24,79,96,102,3,16,42,64,67,58,78,10,20,81,97,91,46,52,5,40,62,68,55,74,13,23,82,101,90,48,2,15,39,61,70,59,77,8,19,83,95,98,47,1,17,38,65,71,56,73,12,18,84,94,92,50,29,21,25,27,34,28,37,9,32,80
101,102,86,59,60,65,22,57,52,55,89,91,85,4,10,31,47,68,23,77,37,50,29,90,87,80,1,2,73,46,27,7,66,16,74,17,20,19,95,96,15,12,56,43,70,18,79,38,51,28,93,99,83,3,8,53,49,67,24,78,42,26,35,88,100,84,5,9,58,48,69,25,76,39,30,34,92,97,81,13,6,36,44,71,21,75,40,61,41,94,98,82,11,64,54,62,14,32,72,45,63,33
102,91,80,10,60,33,58,35,48,20,93,95,86,5,51,67,23,31,71,77,37,44,16,87,89,81,2,55,1,65,26,3,28,68,74,36,47,15,88,99,12,4,63,25,30,69,78,39,43,17,90,98,83,6,50,64,21,27,70,79,40,45,14,92,101,85,8,53,62,24,29,73,75,41,42,18,94,96,82,7,52,66,22,32,72,76,38,46,19,100,97,84,49,54,61,11,9,57,59,34,56,13
97,98,39,99,29,28,92,22,64,30,88,73,43,94,10,32,45,18,71,5,21,63,51,76,83,37,100,7,27,31,48,19,13,68,2,26,58,50,89,102,72,11,33,44,15,78,6,25,57,54,75,84,42,101,9,35,46,14,69,3,24,62,53,74,93,38,81,8,36,47,17,80,4,23,60,52,86,91,40,96,12,34,49,16,70,1,20,61,55,90,87,41,95,56,66,82,65,77,67,79,59,85
93,100,86,45,52,38,55,64,53,24,102,90,81,19,17,28,58,5,69,75,49,35,41,101,87,84,22,10,21,27,56,12,3,67,73,46,33,39,94,97,9,2,30,54,6,72,74,50,25,43,95,98,82,18,16,26,59,7,70,77,48,34,44,91,89,83,20,15,29,60,4,68,76,47,36,40,88,99,80,1,11,31,57,8,71,78,51,37,42,92,96,85,13,23,65,66,14,79,63,61,32,62
93,94,69,67,15,8,95,43,14,3,86,81,73,78,6,53,37,21,63,28,98,25,46,80,82,70,51,12,42,57,40,66,17,60,30,96,34,48,83,84,75,13,55,41,22,62,29,100,23,44,87,89,74,50,9,56,36,19,61,31,99,26,47,85,90,72,77,5,52,38,18,64,32,97,24,45,79,91,71,76,11,54,39,20,59,33,101,16,49,92,88,68,102,1,35,2,4,58,10,65,27,7
102,101,80,37,34,33,51,7,25,1,97,93,69,52,36,57,10,64,85,77,16,43,22,87,89,67,49,32,59,53,8,66,60,79,73,13,44,19,95,91,31,38,56,6,62,82,76,18,42,20,94,99,68,45,30,55,4,63,86,75,15,47,24,96,100,72,29,35,54,11,61,84,78,17,46,21,88,92,71,26,27,58,5,65,83,74,14,48,23,90,98,81,40,12,39,2,41,50,70,3,28,9
101,100,42,78,26,1,102,77,17,10,92,99,43,71,14,68,24,29,49,6,81,69,55,86,90,38,60,15,2,65,23,11,27,36,3,80,61,53,95,96,62,19,63,20,32,47,7,84,35,57,93,94,44,72,13,64,25,30,46,8,85,51,56,87,98,40,75,18,66,21,31,45,4,82,70,54,88,97,41,50,12,67,22,28,48,5,83,59,58,91,89,39,79,33,37,16,52,74,9,76,73,34
99,100,79,35,42,23,69,60,13,43,93,96,76,34,24,6,26,11,83,65,38,51,49,85,91,73,31,17,15,1,25,19,8,80,62,41,54,47,94,101,14,32,2,30,10,88,67,39,57,44,95,90,75,22,18,5,27,9,84,64,40,53,48,102,89,77,21,33,4,29,7,87,63,36,56,45,92,98,74,16,20,3,28,12,81,66,37,52,46,86,97,78,59,50,70,61,58,82,72,71,55,68
97,98,79,77,31,30,76,78,67,1,94,95,64,16,43,35,14,19,83,29,74,57,7,85,93,61,54,44,32,37,9,38,18,80,24,69,51,2,99,92,56,39,53,10,23,82,28,71,49,4,102,89,63,55,40,34,11,20,88,26,68,50,3,91,90,65,17,42,36,12,21,81,27,73,58,5,101,96,62,15,41,33,13,22,86,25,72,59,6,84,100,66,47,46,75,48,8,87,60,70,52,45
90,101,75,21,24,13,96,49,33,7,92,100,76,28,25,57,4,36,85,66,43,51,15,83,102,72,62,19,9,54,1,69,35,79,63,42,32,10,95,84,18,8,56,2,38,80,65,48,31,12,93,98,78,70,41,59,3,40,86,67,45,30,11,91,97,77,29,26,55,6,37,82,64,44,50,14,94,99,74,71,20,58,5,39,87,68,47,52,16,81,88,73,17,27,60,34,23,89,61,46,53,22
101,93,47,48,49,43,85,45,42,29,102,97,14,52,5,72,34,68,80,13,61,57,76,86,91,6,18,2,54,78,19,1,63,79,23,4,22,7,90,100,21,15,46,37,66,88,41,28,27,20,89,99,32,33,12,71,31,64,83,39,59,58,77,95,96,38,36,10,73,9,65,82,53,62,56,74,94,92,30,50,17,70,8,67,81,51,60,55,75,87,98,35,3,16,44,40,69,84,11,26,25,24
101,102,86,29,57,18,36,48,34,4,87,100,74,28,5,65,24,40,80,61,52,45,17,97,91,73,26,8,35,70,20,68,37,78,60,50,32,12,95,96,1,6,69,22,42,79,63,54,44,16,88,99,76,3,11,67,25,41,82,64,53,46,15,89,93,75,27,10,66,23,39,83,62,55,43,13,94,98,77,19,2,71,21,38,81,59,51,47,14,90,92,84,30,9,58,31,33,85,72,56,49,7
101,102,86,29,57,19,42,48,35,5,90,93,69,6,4,64,26,38,75,82,52,45,15,89,88,66,30,7,20,63,23,59,36,72,81,50,31,13,91,98,2,9,61,25,41,77,80,54,44,17,92,96,70,3,1,60,27,37,74,85,53,46,16,94,100,67,11,21,62,24,40,76,84,51,43,14,95,99,68,22,10,65,28,39,73,83,55,47,18,87,97,78,33,12,58,32,34,79,71,56,49,8
101,102,86,30,10,12,81,1,13,2,94,97,29,38,16,3,24,55,77,68,35,51,45,87,91,60,21,19,49,4,26,80,54,74,71,31,53,42,92,100,82,15,5,27,58,78,73,33,41,44,95,96,61,63,17,7,23,57,79,69,32,50,47,90,99,39,67,18,6,25,56,75,72,36,40,43,88,98,37,66,20,8,22,59,76,70,34,48,46,89,93,85,52,65,28,9,64,83,84,62,14,11
98,100,60,56,63,52,53,36,62,28,91,95,38,40,27,57,16,82,5,77,11,45,33,90,87,9,78,4,6,19,22,79,81,1,76,14,68,20,89,97,26,17,61,43,85,3,74,21,32,31,92,94,39,54,66,55,49,84,13,72,25,46,30,101,96,41,71,29,58,44,83,7,75,35,51,10,99,93,37,80,64,59,12,86,24,73,23,48,18,88,102,42,67,8,50,69,70,2,65,15,47,34
94,99,86,58,70,23,28,78,15,55,90,97,85,61,5,65,42,18,30,36,73,10,54,87,89,80,56,6,32,71,41,47,16,24,34,79,13,48,100,96,63,4,68,44,17,29,38,72,8,52,91,95,84,62,3,69,45,21,31,33,76,9,50,92,102,81,60,2,67,46,19,26,39,75,11,53,101,88,82,59,1,64,43,20,27,37,77,12,51,98,93,83,57,7,66,40,22,25,35,74,14,49
102,101,61,25,54,49,51,33,10,48,93,97,56,39,4,66,19,79,70,82,29,13,44,88,91,58,37,7,40,62,22,1,75,73,81,30,14,43,99,100,35,3,67,23,80,72,86,32,16,47,92,95,57,36,2,65,18,78,71,83,27,11,46,94,96,55,38,5,64,20,77,69,85,28,12,42,87,98,59,24,6,63,21,76,68,84,31,15,45,90,89,60,34,8,53,17,50,52,74,26,9,41
102,101,72,52,65,18,51,34,26,48,98,95,67,36,6,76,32,57,61,84,23,11,45,87,91,69,39,3,2,79,29,1,53,59,81,19,13,42,99,100,49,4,80,33,58,64,86,25,15,47,90,96,68,37,5,77,30,56,63,82,22,12,41,93,88,66,35,7,75,28,55,60,85,20,10,43,92,94,70,40,8,78,31,54,62,83,21,14,44,89,97,71,50,9,73,27,17,38,74,24,16,46
99,100,67,62,41,1,25,16,61,39,94,97,72,63,7,37,45,77,23,83,17,56,36,88,92,70,65,8,6,35,46,64,75,18,82,11,55,26,95,98,52,4,31,47,76,20,81,14,54,30,90,101,73,53,51,38,43,80,24,84,10,57,33,93,89,71,50,3,32,48,79,19,85,13,58,28,96,102,74,9,5,40,49,78,21,86,12,60,29,87,91,69,66,42,34,44,2,22,68,15,59,27
101,102,65,8,34,33,66,38,4,14,95,100,68,24,5,54,17,41,79,83,60,56,27,88,90,67,25,3,21,50,15,39,40,76,81,59,58,28,96,89,22,10,51,19,44,74,85,62,46,31,92,99,71,23,7,53,20,43,78,82,63,55,30,91,97,70,35,11,49,18,42,77,86,64,57,29,94,93,69,12,9,52,16,45,73,84,61,48,26,87,98,72,2,1,47,13,36,75,80,37,6,32
100,101,78,72,74,76,73,71,70,84,89,97,69,10,2,56,35,14,59,19,42,28,86,87,92,67,7,6,50,53,32,75,12,62,20,38,30,79,93,99,8,1,54,34,17,63,22,39,29,82,90,95,66,9,4,58,37,16,60,24,41,25,83,96,98,65,18,5,57,36,15,61,23,43,26,81,94,91,68,11,3,55,33,13,64,21,40,27,80,88,102,77,44,46,51,48,45,52,31,49,47,85
96,95,68,74,67,63,66,61,65,64,86,89,48,49,18,47,15,76,14,100,41,53,10,82,84,6,70,5,69,46,4,1,75,2,97,3,33,8,87,90,59,58,62,45,77,24,102,57,28,27,81,88,32,72,22,40,44,78,26,99,36,43,12,93,94,55,11,19,34,38,79,17,98,39,54,25,85,92,50,71,20,31,51,80,13,101,9,23,35,83,91,60,73,30,56,16,29,21,52,37,7,42
101,102,67,76,65,66,64,63,62,74,93,90,61,51,14,29,37,7,47,10,41,23,72,87,91,57,56,19,1,27,33,26,2,45,8,39,25,68,92,95,52,17,31,34,6,50,12,42,20,73,99,88,60,53,16,30,35,4,48,13,43,21,70,94,96,59,54,15,28,36,3,46,9,44,22,69,100,97,58,55,18,32,38,5,49,11,40,24,71,89,98,86,75,78,82,81,79,80,83,77,84,85
100,99,86,36,65,55,40,63,34,73,92,98,76,14,4,58,27,18,45,82,52,12,69,101,87,77,15,6,38,60,31,37,16,46,79,48,8,66,94,102,23,5,56,30,19,42,83,51,10,67,91,95,78,22,2,57,32,20,43,81,49,7,72,93,97,75,13,3,59,28,21,44,80,53,11,68,89,90,74,25,1,61,29,17,47,84,50,9,71,88,96,85,35,26,64,41,54,39,24,62,33,70
100,98,74,9,60,16,58,35,6,23,97,89,79,44,2,70,56,48,66,84,30,21,41,88,90,76,17,5,33,67,54,3,45,61,82,28,24,40,101,96,10,7,72,52,49,64,81,25,14,36,91,99,80,32,8,68,53,50,62,85,29,15,38,92,95,78,22,4,71,55,46,65,86,26,19,39,93,102,77,43,13,69,51,47,63,83,27,18,37,87,94,75,42,12,59,31,1,57,73,34,11,20
58,57,60,1,2,31,67,41,19,3,49,46,23,25,69,88,92,76,65,4,37,29,14,44,48,59,100,83,90,89,93,98,72,61,6,34,80,11,52,54,78,71,86,91,74,64,8,39,20,15,50,47,21,24,70,84,94,75,63,9,36,28,10,56,45,22,26,68,85,96,77,66,5,35,30,12,51,55,16,17,99,87,95,73,62,7,38,82,13,43,53,18,79,101,32,27,81,42,97,40,102,33
59,61,17,2,77,4,58,37,1,79,52,54,13,75,67,100,93,26,46,8,34,71,83,47,50,14,20,89,5,97,92,78,23,41,7,32,21,82,49,64,22,80,98,94,28,44,9,33,40,84,62,57,18,74,68,102,91,25,42,11,38,72,87,53,56,15,73,66,101,95,24,45,10,36,70,85,63,51,16,90,88,99,96,27,60,12,35,29,86,48,55,19,81,6,69,76,30,43,3,39,31,65
96,100,35,38,54,33,72,48,53,18,92,90,42,34,37,61,8,30,68,76,50,81,16,88,87,39,57,23,3,58,10,4,26,65,75,44,86,12,97,98,2,22,64,11,31,71,77,43,80,13,94,101,40,56,25,59,9,29,66,73,45,83,14,95,91,51,1,21,63,7,32,69,74,49,85,15,93,102,52,20,36,62,6,27,67,78,47,84,17,89,99,41,55,24,60,5,28,70,79,46,82,19
98,99,66,5,27,4,86,62,18,16,101,100,71,55,45,47,35,12,85,75,61,26,34,88,91,68,20,41,19,49,37,1,8,79,78,59,21,29,102,90,56,43,48,38,13,81,73,60,22,32,92,95,70,57,42,50,39,9,83,76,63,23,30,94,96,72,54,44,52,36,10,80,77,58,25,31,93,97,69,53,46,51,40,11,82,74,65,24,33,87,89,67,6,2,28,14,3,84,7,64,15,17
92,93,99,53,75,19,27,61,12,45,88,91,100,51,3,71,38,16,25,32,60,8,40,94,83,97,48,1,77,70,36,96,14,21,29,62,7,41,86,90,52,4,74,37,17,23,31,59,9,43,87,89,101,49,5,69,39,15,24,33,56,10,44,85,82,102,50,2,72,35,20,26,30,58,11,42,80,84,98,65,6,73,34,18,22,28,57,13,46,81,95,79,76,54,66,47,63,78,55,68,64,67
101,102,86,26,49,23,66,28,21,64,93,88,82,14,4,51,32,69,45,75,35,9,60,87,97,81,16,6,19,53,33,42,71,47,74,36,12,57,99,100,13,2,56,34,73,46,79,40,7,63,94,95,85,18,1,54,31,72,43,77,39,8,61,92,98,83,15,5,55,30,68,44,76,37,10,59,90,96,84,17,3,52,29,70,48,78,38,11,62,89,91,80,25,24,50,41,22,65,67,27,20,58
101,102,64,56,55,23,74,42,29,2,93,98,60,28,21,31,7,70,85,76,50,43,16,90,94,59,27,14,25,30,3,22,68,81,77,49,47,17,87,91,45,9,32,4,66,84,80,54,37,18,89,95,61,39,13,35,5,71,83,75,51,40,20,92,97,62,46,11,34,6,69,86,79,53,41,15,96,99,63,44,12,33,8,67,82,78,52,38,19,88,100,65,26,24,58,1,57,73,72,48,36,10
100,101,76,86,62,50,77,48,53,82,92,95,65,23,47,16,4,9,71,58,29,41,83,89,87,67,35,45,33,17,2,36,8,74,54,27,37,78,94,97,25,49,20,5,11,69,55,26,42,81,88,91,66,22,46,18,3,7,70,56,28,40,84,102,98,63,15,51,21,6,12,68,59,31,39,79,93,96,64,14,52,19,1,10,72,57,30,38,80,90,99,73,32,60,34,13,24,75,61,43,44,85
86,88,73,11,37,35,21,39,2,47,81,89,68,6,58,63,28,74,16,99,43,24,53,80,85,67,9,55,102,60,29,66,75,14,96,42,26,50,83,91,12,54,62,32,78,19,100,40,22,52,92,95,69,7,57,61,30,77,17,98,41,25,51,87,84,70,5,56,65,33,76,15,97,44,23,48,94,93,72,8,59,64,31,79,18,101,45,27,49,82,90,71,10,1,36,13,34,20,4,38,3,46
100,101,69,53,68,56,67,66,55,82,91,102,40,25,20,60,13,71,4,31,14,32,83,89,92,39,52,5,47,58,42,49,72,1,16,2,84,76,93,99,50,10,59,24,74,11,27,23,19,79,90,97,46,51,7,61,30,70,17,28,64,86,78,95,88,45,48,6,62,29,73,3,33,22,35,77,94,96,43,54,15,57,38,75,8,34,65,36,80,87,98,41,44,21,63,18,12,9,37,26,85,81
98,100,75,56,42,15,14,41,18,49,101,88,74,60,12,65,52,33,2,27,39,22,48,90,89,70,69,6,4,62,50,57,29,1,28,35,17,43,96,94,68,10,64,53,31,5,24,40,16,47,95,93,72,61,9,63,54,30,7,26,36,19,45,87,99,71,59,11,67,51,34,3,23,37,21,44,92,97,73,58,13,66,55,32,8,25,38,20,46,91,102,85,76,81,80,77,83,86,84,79,82,78
98,102,86,42,56,13,65,40,26,14,89,97,83,37,20,66,2,33,60,77,46,50,9,87,92,81,27,19,24,67,3,59,30,72,74,45,54,7,91,100,36,23,70,5,32,63,79,48,55,11,93,90,85,58,18,69,6,34,62,75,49,53,12,99,101,84,38,21,68,4,35,61,78,44,51,10,94,95,82,41,22,71,1,31,64,76,47,52,8,88,96,80,28,17,57,15,25,73,43,39,29,16
102,101,86,48,71,25,49,33,24,50,90,98,74,22,2,59,29,44,67,81,36,14,54,91,88,73,16,6,15,58,26,7,41,65,78,34,9,51,100,99,21,4,63,31,46,70,83,39,12,57,92,95,75,18,3,60,27,45,66,80,35,10,56,89,94,77,17,5,61,28,43,69,79,37,13,55,93,97,76,19,1,62,30,42,68,82,38,11,52,87,96,84,23,8,72,32,47,64,85,40,20,53
102,101,84,24,65,26,49,41,23,56,88,92,80,14,1,62,36,31,70,76,43,8,51,98,87,83,18,6,22,58,34,20,28,72,74,42,9,50,100,99,17,4,63,38,32,69,78,47,11,55,91,93,79,16,5,61,33,30,67,77,44,7,53,94,95,81,19,2,60,37,29,71,75,45,13,52,90,96,82,21,3,59,35,27,68,73,46,12,54,89,97,85,25,10,66,39,48,64,86,40,15,57
100,101,86,73,76,72,75,77,74,80,95,89,54,24,5,39,14,34,62,71,51,12,82,87,90,53,29,3,31,41,15,25,32,60,66,45,8,79,96,92,26,1,40,17,37,63,67,48,11,81,102,91,55,23,4,44,18,35,64,69,49,13,84,94,97,56,21,2,42,19,36,61,70,46,10,78,93,99,52,27,6,43,16,33,59,68,47,9,85,88,98,57,28,7,38,20,30,58,65,50,22,83
98,100,71,69,78,51,54,53,50,79,94,96,48,18,5,76,31,11,66,59,42,25,84,87,92,49,19,2,29,73,34,30,8,63,55,40,23,82,101,102,15,6,77,36,13,62,60,44,27,86,93,97,45,21,4,75,32,9,65,57,43,24,85,95,90,47,17,1,72,35,10,64,58,41,26,81,91,99,46,16,7,74,33,12,67,56,39,28,80,88,89,52,20,3,70,37,14,68,61,38,22,83
100,102,86,62,79,46,64,45,44,63,87,89,82,20,8,50,33,14,58,74,41,2,70,88,91,81,35,11,47,51,30,36,15,56,72,38,5,66,99,101,12,9,55,34,19,49,77,43,10,71,95,97,84,22,24,52,31,18,57,75,42,6,65,92,96,83,21,7,53,32,17,59,76,40,3,67,93,94,80,23,25,54,29,16,60,73,39,4,69,90,98,85,28,13,61,27,26,48,78,37,1,68
98,99,78,67,68,65,77,76,66,86,93,101,42,15,4,45,12,21,63,73,54,32,83,88,100,39,25,1,28,49,9,29,19,58,69,51,36,80,94,97,18,5,48,10,23,62,72,56,33,84,91,102,43,17,7,47,8,22,60,74,52,34,82,92,95,38,30,3,44,11,20,64,70,55,35,79,90,96,41,16,6,46,13,24,61,71,53,31,81,87,89,50,27,2,40,14,26,59,75,57,37,85
99,98,74,81,49,50,51,29,9,1,91,83,73,54,27,39,6,60,77,65,45,18,14,100,87,68,102,42,2,36,3,17,56,75,62,44,24,11,92,84,101,16,41,8,58,79,64,46,23,15,89,96,72,55,25,37,4,59,80,63,48,19,13,90,94,69,53,26,38,7,61,76,66,47,20,10,88,93,71,52,21,40,5,57,78,67,43,22,12,82,97,70,95,28,32,31,35,85,33,30,86,34
101,100,77,42,45,7,69,40,8,60,90,92,73,23,4,48,30,19,67,83,36,11,57,87,91,76,27,3,26,46,28,24,15,63,81,35,14,55,102,99,41,1,51,33,20,64,86,39,13,59,95,97,74,22,5,47,29,16,68,85,34,12,54,88,98,72,21,6,49,31,18,65,82,37,10,56,96,93,75,25,2,50,32,17,66,84,38,9,58,89,94,78,71,70,61,53,43,80,79,52,44,62
100,102,79,41,43,2,66,31,18,51,96,93,76,54,13,61,36,20,68,80,27,7,47,88,87,73,52,12,3,59,33,10,19,67,81,25,9,45,99,101,53,11,64,38,24,72,85,32,8,49,98,91,75,56,16,62,37,23,71,84,26,5,46,90,94,77,57,15,63,34,22,70,82,28,4,48,97,95,74,55,14,60,35,21,69,83,30,6,44,89,92,78,40,58,42,39,1,65,86,29,17,50
101,102,85,63,14,7,78,30,40,16,92,98,83,31,1,49,11,34,68,76,25,18,45,87,95,79,39,2,57,52,8,71,33,66,73,23,29,42,100,97,15,3,54,13,38,70,77,28,17,47,93,89,82,58,6,51,12,35,67,74,24,20,44,96,94,84,32,4,50,9,36,69,72,26,19,43,91,99,81,48,5,53,10,37,65,75,27,21,46,86,90,80,62,64,55,22,41,88,60,59,56,61
100,101,9,33,50,10,99,76,8,17,93,97,4,23,22,27,38,45,85,16,69,53,62,81,89,2,34,51,7,31,35,1,43,78,11,75,58,60,88,98,68,41,28,36,48,82,15,74,55,64,92,83,6,24,21,29,39,46,79,13,73,52,65,90,95,3,25,20,30,40,47,84,14,72,54,61,94,91,5,67,42,26,37,44,80,12,71,56,63,86,96,57,102,19,77,49,18,87,32,70,66,59
